,id,name,type,address,lon,lat,agr_type,rating
1903,4453,"Декоративное сооружение ""Медведь""",Декоративное сооружение,"Кировский район, Иркутск",104.2889,52.277468,достопримечательности,1.0
1904,4454,"Декоративное сооружение ""Медведь""",Декоративное сооружение,"Кировский район, Иркутск",104.28912,52.277694,достопримечательности,1.0
1905,4456,Жилой дом,Дом,"Байкальская, 19г, Кировский район, Иркутск",104.299204,52.279765,архитектура,3.0
1906,4457,Мемориальная доска Скверу им. Сигеки Мори,Сквер,"Кировский район, Иркутск",104.283505,52.282642,культура,3.0
1907,4458,Мемориал памяти воинов,Мемориал,"Ленинский район, Иркутск",104.26791,52.335857,история,3.0
1908,4459,Доходный дом Межетова,Дом,"Софьи Перовской, 34, Кировский район, Иркутск",104.301648,52.282101,архитектура,3.0
1909,4460,Памятник в честь Великой Отечественной войны,Памятник,"Куйбышевский район, Иркутск",104.300678,52.317511,история,3.0
1910,4461,Мемориальная доска Глазковскому мосту,Мемориал,"Кировский район, Иркутск",104.26626,52.2873,история,3.0
1911,4462,Экспонаты деревянного зодчества Иркутска,Достопримечательность,"Куйбышевский район, Иркутск",104.304139,52.28615,достопримечательности,3.0
1912,4463,Мемориальная доска Р.Ю. Хомколову,Мемориал,"Байкальская, 126, Октябрьский район, Иркутск",104.310918,52.26305,история,3.0
1913,4464,Памятник В.В. Терешковой,Памятник,"Свердловский район, Иркутск",104.251284,52.278516,история,5.0
1914,4465,Мемориальная доска  Ф. Верномудрову,Мемориал,"Переулок Волконского, 1, Куйбышевский район, Иркутск",104.303479,52.28756,история,3.0
1915,4466,Мемориальная доска С.Г. Волконскому,Мемориал,"Переулок Волконского, 10, Куйбышевский район, Иркутск",104.304665,52.287614,история,3.0
1916,4467,Усадьба Зеленина,Усадьба,"Борцов Революции, 11, Кировский район, Иркутск",104.295077,52.27825,архитектура,3.0
1917,4468,Людская изба,Усадьба,"Переулок Волконского, 10/1, Куйбышевский район, Иркутск",104.305179,52.287483,архитектура,3.0
1918,4469,Мемориальная доска А.Д. Коблову,Мемориал,"Байкальская, 176, Октябрьский район, Иркутск",104.318513,52.260008,история,3.0
1919,4470,Мемориальная доска М.Г. Ветрову,Мемориал,"Байкальская, 176, Октябрьский район, Иркутск",104.318771,52.259983,история,3.0
1920,4471,"Декоративное сооружение ""Якорь""",Декоративное сооружение,"Кировский район, Иркутск",104.282913,52.291181,достопримечательности,3.0
1921,6434,Мемориальная доска А.В. Хаминтову,Мемориал,"Советская, 172, Октябрьский район, Иркутск",104.333385,52.279346,история,3.0
1922,4473,Мемориальная доска Я.Е. Метелеву,Мемориал,"Карла Маркса, 3/2, Кировский район, Иркутск",104.279039,52.277433,история,3.0
1923,4474,Мемориальная доска А.А. Белинскому,Мемориал,"Пролетарская, 2, Кировский район, Иркутск",104.283094,52.290747,история,3.0
1924,4475,Мемориальная доска,Мемориал,"Рабочая, 21, Кировский район, Иркутск",104.287601,52.291953,история,3.0
1925,4476,Усадьба,Усадьба,"Радищева, 5 лит К, Куйбышевский район, Иркутск",104.297807,52.299692,архитектура,3.0
1926,4477,Мемориальная доска В.И. Давыдову,Мемориал,"Рабочего Штаба, 6, Куйбышевский район, Иркутск",104.29846,52.300933,история,3.0
1927,4478,Мемориальный комплекс,Мемориал,"Октябрьский район, Иркутск",104.296862,52.275356,история,3.0
1928,4479,Погребальные плиты,Захоронение,"Октябрьский район, Иркутск",104.296997,52.275414,история,3.0
1929,4482,Мемориальная доска К.Н. Гершевичу,Мемориал,"Чкалова, 33, Кировский район, Иркутск",104.277024,52.289135,история,3.0
1930,4483,Мемориальная доска,Мемориал,"Сурикова, 24, Кировский район, Иркутск",104.277241,52.290421,история,3.0
1931,4484,Мемориальная доска Г.М. Гайде,Мемориал,"Марата, 2, Кировский район, Иркутск",104.273987,52.289904,история,3.0
1932,4485,Мемориальная доска Патронному заводу,Мемориал,"Ленина, 5а, Кировский район, Иркутск",104.28106,52.283167,история,3.0
1933,4486,Мемориальная доска П.А. Словцову,Мемориал,"Ленина, 5а, Кировский район, Иркутск",104.281012,52.283495,история,3.0
1934,4487,Мемориальная доска Дому литераторов,Мемориал,"Дзержинского, 12, Кировский район, Иркутск",104.288758,52.279616,история,3.0
1935,4488,Мемориальная доска,Мемориал,"Шевцова, 16, Куйбышевский район, Иркутск",104.298357,52.306536,история,3.0
1936,4489,"Мемориальная доска ""Средняя школа №10""",Мемориал,"Шевцова, 16, Куйбышевский район, Иркутск",104.298369,52.306376,история,3.0
1937,4490,Мемориальная доска П.А. Пономарёву,Мемориал,"Шевцова, 16, Куйбышевский район, Иркутск",104.298468,52.306221,история,3.0
1938,4491,Дом жилой,Дом,"Богдана Хмельницкого, 28, Кировский район, Иркутск",104.291433,52.280495,архитектура,3.0
1939,4492,Мемориальная доска,Мемориал,"Переулок Богданова, 6, Кировский район, Иркутск",104.284054,52.286101,история,3.0
1940,4493,Мемориальная доска выпускникам школы №11,Мемориал,"Переулок Богданова, 6, Кировский район, Иркутск",104.284079,52.286111,история,3.0
1941,4494,Мемориальная доска В.Г. Асееву,Мемориал,"Сухэ-Батора, 9, Желябова, 2, Кировский район, Иркутск",104.282634,52.286217,история,3.0
1942,4495,Мемориальная доска В.Г. Тюкавкину,Мемориал,"Сухэ-Батора, 9, Желябова, 2, Кировский район, Иркутск",104.28259,52.286279,история,3.0
1943,4496,Мемориальная доска А.И. Желябову,Мемориал,"Сухэ-Батора, 9, Желябова, 2, Кировский район, Иркутск",104.282387,52.286659,история,1.0
1944,4497,Мемориальная доска Н.С. Черных,Мемориал,"Сухэ-Батора, 9, Желябова, 2, Кировский район, Иркутск",104.283087,52.286874,история,3.0
1945,4498,Мемориальная доска И.С. Хаминову,Мемориал,"Сухэ-Батора, 9, Желябова, 2, Кировский район, Иркутск",104.283126,52.286884,история,3.0
1946,4499,"Декоративное сооружение ""Дельфин""",Декоративное сооружение,"Октябрьский район, Иркутск",104.328899,52.276071,достопримечательности,4.0
1947,4500,"Декоративное сооружение ""Медведи""",Декоративное сооружение,"Приморский м-н, Свердловский район, Иркутск",104.30346,52.231935,достопримечательности,3.0
1948,6437,"Декоративное сооружение ""Младенец на гусе""",Декоративное сооружение,"Кировский район, Иркутск",104.284748,52.283895,достопримечательности,3.0
1949,4502,"Памятник регионального значения ""Здание Технического училища""",Памятник,"Сухэ-Батора, 5, Кировский район, Иркутск",104.282325,52.288775,история,3.0
1950,4503,Мемориальная доска О.И. Лапе,Мемориал,"Сибирских Партизан, 30, Иркутск II, Ленинский район, Иркутск",104.213396,52.353203,история,3.0
1951,4504,Мемориальная доска,Мемориал,"Куйбышевский район, Иркутск",104.339119,52.280088,история,3.0
1952,4505,Успенское городское начальное училище,Училище,"Красноказачья, 9, Куйбышевский район, Иркутск",104.31306,52.284492,индустриальные объекты,3.0
1953,4506,"Декоративное сооружение ""Змей Горыныч""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.314567,52.286769,достопримечательности,3.0
1954,4507,"Декоративное сооружение ""Баба Яга""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.314616,52.286752,достопримечательности,3.0
1955,4508,"Декоративное сооружение ""Кот с удочкой""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.315828,52.286922,достопримечательности,5.0
1956,4509,Мемориальная доска А.Д. Евстигнееву,Мемориал,"Мира, 14, Ленинский район, Иркутск",104.228212,52.3421,история,3.0
1957,4510,Мемориальная доска В.В. Колосову,Мемориал,"Улица Ледовского, 17, Ново-Ленино, Ленинский район, Иркутск",104.198929,52.33798,история,3.0
1958,4511,"Декоративное сооружение ""Соты и пчёлы""",Декоративное сооружение,"Октябрьский район, Иркутск",104.316947,52.265584,достопримечательности,5.0
1959,4512,Мемориальная доска И.А. Рубленко,Мемориал,"Декабрьских Событий, 87, Куйбышевский район, Иркутск",104.306771,52.28481,история,3.0
1960,4513,"Памятник ученикам средней школы №9 г. Иркутска, погибшим в годы Великой Отечественной войны",Памятник,"Куйбышевский район, Иркутск",104.30847,52.285082,история,3.0
1961,4514,Мемориальная доска И.И. Молчанову-Сибирскому,Мемориал,"Богдана Хмельницкого, 1, Кировский район, Иркутск",104.287394,52.283811,история,3.0
1962,4515,Мемориальная доска,Мемориал,"Пушкина, 64, Свердловский район, Иркутск",104.257774,52.274897,история,3.0
1963,4516,фонтан,Фонтан,"Ново-Ленино, Ленинский район, Иркутск",104.209323,52.329519,культура,5.0
1964,4517,"Декоративное сооружение ""Богатство природы - Народу""",Декоративное сооружение,"Байкальская, 127, Октябрьский район, Иркутск",104.314474,52.263245,достопримечательности,2.0
1965,4518,Мемориальная доска,Мемориал,"Улан-Баторская, 6а, Университетский м-н, Свердловский район, Иркутск",104.253964,52.250818,история,3.0
1966,4519,Мемориальная доска Л.М. Тартаковской,Мемориал,"Фурье, 2, Кировский район, Иркутск",104.289464,52.285543,история,3.0
1967,4520,Мемориальная доска А.И. Антипову,Мемориал,"Академика Образцова, 36, Ново-Ленино, Ленинский район, Иркутск",104.205271,52.340455,история,3.0
1968,4521,Мемориальная доска В.Ф. Жукову,Мемориал,"Мира, 62, Иркутск II, Ленинский район, Иркутск",104.22323,52.344385,история,3.0
1969,4522,Мемориальная доска В.П. Стародумову,Мемориал,"Сибирских Партизан, 3а, Иркутск II, Ленинский район, Иркутск",104.223203,52.346192,история,3.0
1970,4524,"Декоративное сооружение ""Арт-завод Доренберг""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.305851,52.29553,достопримечательности,3.0
1971,4525,"Декоративное сооружение ""Профиль Ленина""",Декоративное сооружение,"Бестужева, 2а, Куйбышевский район, Иркутск",104.316118,52.29538,достопримечательности,3.0
1972,4526,"Декоративное сооружение ""Бульдозер""",Декоративное сооружение,"Октябрьский район, Иркутск",104.329033,52.273529,достопримечательности,5.0
1973,4527,"Декоративное сооружение ""Львы Будды""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.344174,52.290518,достопримечательности,3.0
1974,4528,"Декоративное сооружение ""Львы Будды""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.344101,52.290517,достопримечательности,3.0
1975,4529,"Декоративное сооружение ""Хурдэ""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.344244,52.290385,достопримечательности,5.0
1976,6438,"Декоративное сооружение ""Хурдэ""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.343983,52.290377,достопримечательности,3.0
1977,6439,"Декоративное сооружение ""Хурдэ""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.343972,52.290727,достопримечательности,3.0
1978,4531,"Декоративное сооружение ""Хурдэ""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.344282,52.290736,достопримечательности,3.0
1979,4532,"Декоративное сооружение ""Олени""",Декоративное сооружение,"Кировский район, Иркутск",104.278573,52.268794,достопримечательности,3.0
1980,4533,"Декоративное сооружение ""Стрижи""",Декоративное сооружение,"рп. Маркова, Иркутский район, Иркутская область",104.225557,52.250713,достопримечательности,3.0
1981,4534,"Декоративное сооружение ""Небо""",Декоративное сооружение,"Первомайский, Иркутск",104.226876,52.253115,достопримечательности,3.0
1982,4535,Мемориальная доска,Мемориал,"Баррикад, 34, Куйбышевский район, Иркутск",104.317129,52.291961,история,3.0
1983,4536,Мемориальная доска Д.Г. Сергееву,Мемориал,"Баррикад, 34, Куйбышевский район, Иркутск",104.317113,52.291965,история,3.0
1984,4537,Особняк Шачкова,Особняк,"Кайская, 24, Глазково, Свердловский район, Иркутск",104.249779,52.281097,архитектура,3.0
1985,4538,"Декоративное сооружение ""Сантехник""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.314921,52.286991,достопримечательности,3.0
1986,4539,Дом Старусевича,Дом,"Каштаковская, 20, Куйбышевский район, Иркутск",104.322534,52.297328,архитектура,3.0
1987,4540,Мемориальная доска,Мемориал,"Карла Маркса, 53, Куйбышевский район, Иркутск",104.29519,52.291547,история,1.0
1988,4541,"Декоративное сооружение ""Аист""",Декоративное сооружение,"Кировский район, Иркутск",104.275799,52.285652,достопримечательности,3.0
1989,4542,"Декоративное сооружение ""Оленный камень""",Декоративное сооружение,"Кировский район, Иркутск",104.277843,52.275874,достопримечательности,3.0
1990,4543,Мемориальная доска К.Г. Вырупаеву,Мемориал,"Ленина, 48, Карла Маркса, 12, Кировский район, Иркутск",104.283608,52.277094,история,3.0
1991,4544,"Мемориал работникам совхоза ""Тепличный""",Мемориал,"Куйбышевский район, Иркутск",104.347014,52.345702,история,3.0
1992,4545,"Памятник ""Христос вчера, сегодня и вовеки""",Памятник,"Студгородок, Свердловский район, Иркутск",104.25755,52.26301,история,5.0
1993,4546,Памятник гражданам Литвы,Памятник,"Студгородок, Свердловский район, Иркутск",104.257147,52.262928,история,1.0
1994,4547,"Памятник ""Тем, кто остался в этой земле""",Памятник,"Студгородок, Свердловский район, Иркутск",104.257278,52.262881,история,5.0
1995,4548,Мемориальная доска С.С. Ковалёву,Мемориал,"Багратиона, 45Б, Посёлок 2-й, Свердловский район, Иркутск",104.310909,52.222307,история,3.0
1996,4549,"Декоративное сооружение ""Морская дева""",Декоративное сооружение,"Свердловский район, Иркутск",104.255968,52.265139,достопримечательности,3.0
1997,4550,"Мемориальная доска коллективу ""База курносых""",Мемориал,"Володарского, 1, Кировский район, Иркутск",104.292291,52.287797,история,3.0
1998,4551,Мемориальная доска М.М. Володарскому,Мемориал,"Володарского, 1, Кировский район, Иркутск",104.292231,52.287834,история,3.0
1999,4552,Мемориальная доска выпускникам Иркутского педагогического колледжа,Мемориал,"Железнодорожная 5-я, 53, Студгородок, Свердловский район, Иркутск",104.254751,52.263067,история,3.0
2000,4553,Усадьба Коломейца,Усадьба,"Баррикад, 79, Куйбышевский район, Иркутск",104.316582,52.292746,архитектура,3.0
2001,4554,Усадьба Коломейца,Усадьба,"Баррикад, 79а, Куйбышевский район, Иркутск",104.316827,52.292695,архитектура,3.0
2002,4555,фонтан,Фонтан,"Студгородок, Свердловский район, Иркутск",104.261408,52.257231,культура,3.0
2003,4556,Мемориальная доска,Мемориал,"Грибоедова, 110, Студгородок, Свердловский район, Иркутск",104.25741,52.262761,история,5.0
2004,4557,Мемориальная доска М.М. Сперанскому,Мемориал,"Октябрьской Революции, 11Б/3, Куйбышевский район, Иркутск",104.30511,52.289913,история,5.0
2005,4558,фонтан,Фонтан,"Ново-Ленино, Ленинский район, Иркутск",104.205344,52.336685,культура,3.0
2006,6440,"Декоративное сооружение ""Геометрические фигуры""",Декоративное сооружение,"Студгородок, Свердловский район, Иркутск",104.259148,52.262308,достопримечательности,3.0
2007,6441,"Декоративное сооружение ""Головоломка""",Декоративное сооружение,"Студгородок, Свердловский район, Иркутск",104.261651,52.2608,достопримечательности,5.0
2008,4560,Мемориальная доска А.А. Игошину,Мемориал,"Лермонтова, 83, Студгородок, Свердловский район, Иркутск",104.261195,52.262613,история,3.0
2009,4561,"Декоративное сооружение ""Первомайский""",Декоративное сооружение,"Первомайский, Свердловский район, Иркутск",104.242624,52.262369,достопримечательности,3.0
2010,4562,Мемориальная доска А.П. Рубцову,Мемориал,"Ивана Сивко, 4/1, Затон, Свердловский район, Иркутск",104.268207,52.29468,история,5.0
2011,4563,"Декоративное сооружение ""Куб""",Декоративное сооружение,"Топкинский, Куйбышевский район, Иркутск",104.320754,52.324543,достопримечательности,3.0
2012,4564,Мемориальная доска 150-летию торжественного богослужения,Мемориал,"Борцов Революции, 15, Октябрьский район, Иркутск",104.296991,52.276885,история,3.0
2013,4565,Памятник Борцам революции,Памятник,"Октябрьский район, Иркутск",104.295994,52.276821,история,3.0
2014,4566,Мемориал погибшим домам,Мемориал,"Октябрьский район, Иркутск",104.292412,52.277712,история,3.0
2015,4567,Памятник архитектуры,Памятник,"Подгорная, 22, Октябрьский район, Иркутск",104.29352,52.277736,история,3.0
2016,4568,Памятник участникам восстания против колчаковцев,Памятник,"Глазково, Свердловский район, Иркутск",104.255313,52.286112,история,5.0
2017,4569,"Декоративное сооружение ""Якорь""",Декоративное сооружение,"Куйбышевский район, Иркутск",104.291211,52.31886,достопримечательности,3.0
2018,4571,Мемориальная доска А.С. Черняку,Мемориал,"Лермонтова, 126, Университетский м-н, Свердловский район, Иркутск",104.264276,52.250296,история,3.0
2019,4572,Мемориальная доска Н.А. Власову,Мемориал,"Лермонтова, 126, Университетский м-н, Свердловский район, Иркутск",104.264308,52.250271,история,3.0
2020,4573,"Декоративное сооружение ""Железяка""",Декоративное сооружение,"Октябрьский район, Иркутск",104.296264,52.272186,достопримечательности,3.0
2021,4574,"Декоративное сооружение ""Бронзовые собаки""",Декоративное сооружение,"Ленинский район, Иркутск",104.242992,52.3255,достопримечательности,3.0
2022,4575,"Декоративное сооружение ""Корзина""",Декоративное сооружение,"Октябрьский район, Иркутск",104.332678,52.264736,достопримечательности,3.0
2023,4576,Мемориальная доска А.Я. Косякову,Мемориал,"Рабочего Штаба, 118а, Куйбышевский район, Иркутск",104.308803,52.325441,история,3.0
2024,4577,"Декоративное сооружение ""Птицы""",Декоративное сооружение,"Радужный, Свердловский район, Иркутск",104.275351,52.231415,достопримечательности,5.0
2025,4578,"Декоративное сооружение ""Птицы""",Декоративное сооружение,"Радужный, Свердловский район, Иркутск",104.276871,52.232206,достопримечательности,3.0
2026,4579,"Объект культурного наследия ""Дом жилой""",Дом,"Лызина, 26/1, Куйбышевский район, Иркутск",104.328645,52.281279,архитектура,3.0
2027,4580,Памятный камень,Памятник,"Глазково, Свердловский район, Иркутск",104.242554,52.290662,история,3.0
2028,4581,Памятный камень,Памятник,"Академгородок м-н, Свердловский район, Иркутск",104.271549,52.2399,история,3.0
2029,4582,Особняк П.И. Гернандта,Особняк,"5 Армии, 2, Кировский район, Иркутск",104.266937,52.287618,архитектура,3.0
2030,4583,"Скульптура ""Камни""",Скульптура,"Академгородок м-н, Свердловский район, Иркутск",104.278517,52.241854,культура,3.0
2031,4584,Мемориальная доска В.А. Соколовой,Мемориал,"Лермонтова, 299, Академгородок м-н, Свердловский район, Иркутск",104.274628,52.245025,история,3.0
2032,4585,декоративный объект,Декоративное сооружение,"Октябрьский район, Иркутск",104.344111,52.267806,достопримечательности,3.0
2033,4586,Мемориальная доска С.И. Батагаеву,Мемориал,"Бульвар Рябикова, 61, Синюшина Гора, Свердловский район, Иркутск",104.213755,52.256109,история,3.0
2034,4587,"Декоративное сооружение ""Якоря""",Декоративное сооружение,"Кировский район, Иркутск",104.278139,52.289255,достопримечательности,3.0
2035,6442,"Декоративное сооружение ""Зелёный берег""",Декоративное сооружение,"Зелёный Берег м-н, рп. Маркова, Иркутский район, Иркутская область",104.305544,52.21357,достопримечательности,3.0
2036,6443,Усадьба Чулошникова,Усадьба,"Чкалова, 17, Кировский район, Иркутск",104.274156,52.288526,архитектура,3.0
2037,4589,"Декоративное сооружение ""Геометрические фигуры""",Декоративное сооружение,"Октябрьский район, Иркутск",104.321903,52.272878,достопримечательности,5.0
2038,4590,Мемориальная доска А.В. Звереву,Мемориал,"Академика Образцова, 23, Ново-Ленино, Ленинский район, Иркутск",104.209684,52.336085,история,3.0
2039,4591,Дом Жилой,Дом,"Сурикова, 9, Кировский район, Иркутск",104.270557,52.289193,архитектура,5.0
2040,4592,"Декоративное сооружение ""Горный баран""",Декоративное сооружение,"Свердловский район, Иркутск",104.246018,52.263145,достопримечательности,3.0
2041,4593,"Декоративное сооружение ""Солнечные часы""",Декоративное сооружение,"Свердловский район, Иркутск",104.245732,52.262719,достопримечательности,5.0
2042,4594,Деревянные скульптуры,Скульптура,"Свердловский район, Иркутск",104.24542,52.262725,культура,3.0
2043,4595,Мемориальная доска  В.Н. Селиванову,Мемориал,"Студгородок, Свердловский район, Иркутск",104.262154,52.266182,история,3.0
2044,4596,"Мемориальная доска передовикам строительства Иркутской ГЭС""",Мемориал,"Старо-Кузьмихинская, 97/3, Свердловский район, Иркутск",104.320141,52.236358,история,3.0
2045,4597,"Мемориальная доска передовикам строительства Иркутской ГЭС""",Мемориал,"Старо-Кузьмихинская, 97/3, Свердловский район, Иркутск",104.320354,52.236529,история,3.0
2046,4598,Мемориальная доска Б.Э. Петри,Мемориал,"Сухэ-Батора, 9, Желябова, 2, Кировский район, Иркутск",104.282341,52.286516,история,3.0
2047,4599,Мемориальная доска А.С. Богданову,Мемориал,"Переулок Богданова, 6, Кировский район, Иркутск",104.284634,52.286336,история,3.0
2048,4600,Мемориальная доска И.А. Дрицу,Мемориал,"Переулок Богданова, 6, Кировский район, Иркутск",104.284552,52.286302,история,3.0
2049,4601,"Декоративное сооружение ""#ЯКОБИ""",Декоративное сооружение,"Свердловский район, Иркутск",104.317302,52.228568,достопримечательности,3.5
2050,4602,Мемориальная доска В. Ледовскому,Мемориал,"Улица Розы Люксембург, 62, Ново-Ленино, Ленинский район, Иркутск",104.198173,52.33828,история,3.0
2051,4603,Мемориальная доска Н.И. Пахомову,Мемориал,"Лермонтова, 279а, Академгородок м-н, Свердловский район, Иркутск",104.275517,52.248567,история,3.0
2052,4604,Мемориальная доска Л.В. Таусону,Мемориал,"Фаворского, 1а, Академгородок м-н, Свердловский район, Иркутск",104.268451,52.243703,история,3.0
2053,4605,фонтан,Фонтан,"Свердловский район, Иркутск",104.294747,52.236022,культура,3.0
2054,4606,"Памятный камень ""Подарившим жизнь""",Памятник,"Юбилейный, Свердловский район, Иркутск",104.297941,52.220154,история,3.0
2055,4607,Мемориальная доска Е.М. Бурцеву,Мемориал,"Юбилейный микрорайон, 100 к4, Юбилейный, Свердловский район, Иркутск",104.297865,52.21957,история,3.0
2056,4609,"Декоративное сооружение ""Скворечник""",Декоративное сооружение,"Академгородок м-н, Свердловский район, Иркутск",104.273461,52.243736,достопримечательности,3.0
2057,4611,"Декоративное сооружение ""Олимпийские кольца""",Декоративное сооружение,"Университетский м-н, Свердловский район, Иркутск",104.263335,52.247064,достопримечательности,3.0
2058,4612,Мраморный камень,Декоративное сооружение,"Университетский м-н, Свердловский район, Иркутск",104.260775,52.251156,достопримечательности,5.0
2059,4613,Мемориальная доска Е.В. Патрушевой,Мемориал,"Свердлова, 15, Кировский район, Иркутск",104.277989,52.28369,история,3.0
2060,4614,Мемориальная доска Е.К. Волошиной,Мемориал,"Декабрьских Событий, 105а, Куйбышевский район, Иркутск",104.312626,52.282864,история,3.0
2061,4615,вольер,вольер,"Октябрьский район, Иркутск",104.326726,52.270334,культура,3.0
2062,4616,"Декоративное сооружение ""Мельница и колодец""",Декоративное сооружение,"Октябрьский район, Иркутск",104.325268,52.269995,достопримечательности,4.0
2063,6444,"Декоративное сооружение ""Черепаха""",Декоративное сооружение,"Солнечный, Октябрьский район, Иркутск",104.349854,52.244694,достопримечательности,5.0
2064,6445,Мемориальная доска В. Бережных,Мемориал,"Университетский микрорайон, 37, Университетский м-н, Свердловский район, Иркутск",104.246998,52.255704,история,3.0
2065,4618,"Декоративное сооружение ""Якорь""",Декоративное сооружение,"Солнечный, Октябрьский район, Иркутск",104.349994,52.24441,достопримечательности,5.0
2066,4619,Мемориальная доска Г. Шумихину,Мемориал,"Университетский микрорайон, 70, Университетский м-н, Свердловский район, Иркутск",104.247515,52.254006,история,3.0
2067,4620,"Декоративное сооружение ""Медведь с мячом""",Декоративное сооружение,"Глазково, Свердловский район, Иркутск",104.245432,52.292017,достопримечательности,5.0
2068,4621,Мемориальная доска Г.В. Черных,Мемориал,"Тимирязева, 59, Куйбышевский район, Иркутск",104.302632,52.28796,история,3.0
2069,4622,Мемориальная доска Н.Н. Абаринову,Мемориал,"Университетский микрорайон, 85, Университетский м-н, Свердловский район, Иркутск",104.24855,52.251075,история,3.0
2070,4623,"Комплекс построек Ивано-Матренинская больница""",Больница,"Советская, 57 лит А, Куйбышевский район, Иркутск",104.32253,52.280029,услуги,1.0
2071,4624,"Декоративное сооружение ""Капсула времени""",Декоративное сооружение,"Кировский район, Иркутск",104.278096,52.276628,достопримечательности,3.0
2072,4625,Мемориальная доска,Мемориал,"Бульвар Гагарина, 24, Кировский район, Иркутск",104.277156,52.276138,история,3.0
2073,4626,Мемориальная доска,Мемориал,"Бульвар Гагарина, 24, Кировский район, Иркутск",104.277007,52.276319,история,3.0
2074,4627,Мемориальная доска Н.Н. Муравьёву-Амурскому,Мемориал,"Бульвар Гагарина, 24, Кировский район, Иркутск",104.276984,52.276347,история,3.0
2075,4628,Особняк археолога Окладникова,Особняк,"Горького, 14, Кировский район, Иркутск",104.279814,52.281653,архитектура,3.0
2076,4629,Мемориальная доска Г.Г. Леви,Мемориал,"Маяковского, 17, Глазково, Свердловский район, Иркутск",104.25067,52.286643,история,3.0
2077,4630,Дом Дубровского,Дом,"Карла Либкнехта, 31 лит А стр, Кировский район, Иркутск",104.297702,52.285651,архитектура,3.0
2078,4632,"Декоративное сооружение ""Тетерев и белка""",Декоративное сооружение,"Октябрьский район, Иркутск",104.336377,52.2778,достопримечательности,3.0
2079,4633,"Декоративное сооружение ""Медведь""",Декоративное сооружение,"Октябрьский район, Иркутск",104.336191,52.277655,достопримечательности,3.0
2080,4634,"Мемориальная доска зданию кинотеатра ""Художественный""",Мемориал,"Карла Маркса, 24, Ленина, 11 к9, Кировский район, Иркутск",104.283695,52.280814,история,3.0
2081,4635,"Мемориальная доска зданию кинотеатра ""Художественный""",Мемориал,"Карла Маркса, 24, Ленина, 11 к9, Кировский район, Иркутск",104.283743,52.280853,история,3.0
2082,4636,Торговый дом Владимира Посохина и Петра Макушина,Дом,"Карла Маркса, 11, Кировский район, Иркутск",104.284053,52.281497,архитектура,3.0
2083,4637,Памятник городам-побратимам между Японией и Россией,Памятник,"Кировский район, Иркутск",104.283513,52.282746,история,3.0
2084,4638,Мемориальная доска Л.М. Шафирову,Мемориал,"Карла Маркса, 20, Кировский район, Иркутск",104.282683,52.27874,история,3.0
2085,4639,Мемориальная доска А.С. Кулешову,Мемориал,"Степана Разина, 19, Кировский район, Иркутск",104.275958,52.284286,история,3.0
2086,4640,Мемориальная доска И.В. Гошеву,Мемориал,"Степана Разина, 19, Кировский район, Иркутск",104.275899,52.284324,история,3.0
2087,4641,Мемориальная доска,Мемориал,"Кировский район, Иркутск",104.296282,52.286437,история,3.0
2088,4642,Мемориальная доска  А.А. Савиных,Мемориал,"Декабрьских Событий, 105Б, Куйбышевский район, Иркутск",104.313054,52.283218,история,3.0
2089,4643,Гражданская больница,Больница,"Бульвар Гагарина, 4, Октябрьский район, Иркутск",104.284945,52.271979,услуги,3.0
2090,4644,"Декоративные сооружения ""Деревянные лошади-качели""",Декоративное сооружение,"Октябрьский район, Иркутск",104.312282,52.280225,достопримечательности,3.0
2091,4645,"Декоративные сооружения ""Деревянные фигуры""",Декоративное сооружение,"Октябрьский район, Иркутск",104.312534,52.280414,достопримечательности,5.0
2092,6446,3-я пожарно-полицейская часть и Добровольно-пожарное общество города Иркутска,Служебное учереждение,"Красноармейская, 15, Кировский район, Иркутск",104.286699,52.278549,индустриальные объекты,3.0
2093,6447,"Декоративное сооружение ""Созвездие""",Декоративное сооружение,"Седова, 30, Октябрьский район, Иркутск",104.289985,52.273954,достопримечательности,3.0
2094,4647,Памятный камень,Памятник,"Октябрьский район, Иркутск",104.282462,52.272955,история,3.0
2095,4648,Дом жилой в усадьбе Колика,Дом,"Седова, 20а, Октябрьский район, Иркутск",104.289606,52.274545,архитектура,3.0
2096,4650,"Декоративное сооружение ""Мотоцикл""",Декоративное сооружение,"Кировский район, Иркутск",104.298568,52.278474,достопримечательности,5.0
2097,4651,Памятник Г.И. Шелехову,Памятник,"Куйбышевский район, Иркутск",104.295094,52.300718,история,5.0
2098,4652,"Декоративное сооружение ""МОПРа""",Декоративное сооружение,"Кировский район, Иркутск",104.291542,52.291145,достопримечательности,3.0
